tenant_id,transaction_date,category_name,city,region,total_revenue,units_sold
e883201e-276b-44ce-bc0f-7c9c365ca301,2025-10-01,Electronics,San Francisco,CA,4574.06,12
e883201e-276b-44ce-bc0f-7c9c365ca301,2025-10-01,Clothing,Los Angeles,CA,798.26,6
e883201e-276b-44ce-bc0f-7c9c365ca301,2025-10-01,Home & Garden,Los Angeles,CA,762.04,7
e883201e-276b-44ce-bc0f-7c9c365ca301,2025-10-01,Sports,Austin,TX,1799.39,15
e883201e-276b-44ce-bc0f-7c9c365ca301,2025-10-02,Electronics,Austin,TX,4518.55,10
e883201e-276b-44ce-bc0f-7c9c365ca301,2025-10-02,Clothing,New York,NY,987.5,11
e883201e-276b-44ce-bc0f-7c9c365ca301,2025-10-02,Home & Garden,Dallas,TX,944.79,8
e883201e-276b-44ce-bc0f-7c9c365ca301,2025-10-02,Sports,San Francisco,CA,2324.34,13
e883201e-276b-44ce-bc0f-7c9c365ca301,2025-10-03,Electronics,Austin,TX,5056.35,12
e883201e-276b-44ce-bc0f-7c9c365ca301,2025-10-03,Clothing,San Francisco,CA,994.99,7
e883201e-276b-44ce-bc0f-7c9c365ca301,2025-10-03,Home & Garden,New York,NY,1032.19,9
e883201e-276b-44ce-bc0f-7c9c365ca301,2025-10-03,Sports,Austin,TX,1684.83,6
e883201e-276b-44ce-bc0f-7c9c365ca301,2025-10-04,Electronics,New York,NY,3752.25,12
e883201e-276b-44ce-bc0f-7c9c365ca301,2025-10-04,Clothing,New York,NY,961.35,11
e883201e-276b-44ce-bc0f-7c9c365ca301,2025-10-04,Home & Garden,New York,NY,878.01,5
e883201e-276b-44ce-bc0f-7c9c365ca301,2025-10-04,Sports,New York,NY,2013.95,15
e883201e-276b-44ce-bc0f-7c9c365ca301,2025-10-05,Electronics,Seattle,WA,5108.44,9
e883201e-276b-44ce-bc0f-7c9c365ca301,2025-10-05,Clothing,Chicago,IL,1073.33,5
e883201e-276b-44ce-bc0f-7c9c365ca301,2025-10-05,Home & Garden,Austin,TX,977.55,6
e883201e-276b-44ce-bc0f-7c9c365ca301,2025-10-05,Sports,Dallas,TX,2231.89,9
e883201e-276b-44ce-bc0f-7c9c365ca301,2025-10-06,Electronics,Dallas,TX,4471.66,11
e883201e-276b-44ce-bc0f-7c9c365ca301,2025-10-06,Clothing,New York,NY,1073.87,7
e883201e-276b-44ce-bc0f-7c9c365ca301,2025-10-06,Home & Garden,San Francisco,CA,669.09,4
e883201e-276b-44ce-bc0f-7c9c365ca301,2025-10-06,Sports,Dallas,TX,1744.18,8
e883201e-276b-44ce-bc0f-7c9c365ca301,2025-10-07,Electronics,San Francisco,CA,4242.77,10
e883201e-276b-44ce-bc0f-7c9c365ca301,2025-10-07,Clothing,Dallas,TX,1138.06,5
e883201e-276b-44ce-bc0f-7c9c365ca301,2025-10-07,Home & Garden,Seattle,WA,945.19,4
e883201e-276b-44ce-bc0f-7c9c365ca301,2025-10-07,Sports,Seattle,WA,2506.32,15
e883201e-276b-44ce-bc0f-7c9c365ca301,2025-10-08,Electronics,Dallas,TX,5178.11,18
e883201e-276b-44ce-bc0f-7c9c365ca301,2025-10-08,Clothing,New York,NY,1377.64,6
e883201e-276b-44ce-bc0f-7c9c365ca301,2025-10-08,Home & Garden,New York,NY,912.05,8
